date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,actual_snow,average_snow,snow_depth,sea_pressure,wind_speed,max_wind_speed,max_gust_speed,visibility
2016-10-3,19,16,22,12,20,3,30,1974,1919,0.00,3.56,3.94,0.00,0.00,0.00,1017,4,11,18,11
2016-10-4,18,16,21,12,20,2,31,1888,1941,0.00,3.30,10.29,0.00,0.00,0.00,1025,12,24,37,15
2016-10-5,16,12,19,12,20,1,34,1881,1941,0.00,3.81,5.05,0.00,0.00,0.00,1027,7,21,27,16
2016-10-6,18,13,23,12,19,2,32,1881,1941,0.00,3.56,6.07,0.00,0.00,0.00,1026,3,11,21,14
2016-10-7,19,14,24,12,19,3,31,1999,1944,0.00,3.81,10.39,0.00,0.00,0.00,1025,4,14,26,13
2016-10-8,17,14,20,11,19,2,30,1988,2007,5.84,3.56,10.92,0.00,0.00,0.00,1018,3,13,18,9
2016-10-9,14,11,18,11,19,2,30,2000,1916,13.97,3.81,18.62,0.00,0.00,0.00,1016,12,26,45,9
2016-10-10,13,8,18,11,19,1,32,1888,1939,0.00,4.06,5.49,0.00,0.00,0.00,1024,7,24,37,16
2016-10-11,13,8,17,11,18,1,29,1964,1949,0.00,3.81,7.77,0.00,0.00,0.00,1030,6,14,24,16
2016-10-12,16,12,19,11,18,1,30,1876,1954,0.00,3.56,10.82,0.00,0.00,0.00,1027,2,13,21,16
2016-10-13,16,12,19,11,18,0,30,1875,1954,0.0,3.56,6.99,0.00,0.00,0.00,1020,5,19,55,13
2016-10-14,13,8,17,10,18,2,28,1988,1920,0.00,3.81,4.47,0.00,0.00,0.00,1027,7,19,31,16
2016-10-15,13,7,18,10,18,0,28,1876,1956,0.00,3.56,4.32,0.00,0.00,0.00,1029,5,14,23,16
2016-10-16,16,12,21,10,18,1,30,1876,1897,0.00,3.56,5.46,0.00,0.00,0.00,1021,6,16,31,15
2016-10-17,22,17,27,10,17,0,32,1886,1938,0.00,3.56,5.79,0.00,0.00,0.00,1013,4,13,23,14
2016-10-18,23,19,27,9,17,1,27,1974,1928,0.00,3.56,6.22,0.00,0.00,0.00,1012,6,23,37,13
2016-10-19,24,18,29,9,17,-1,29,1940,2016,0.00,3.56,11.05,0.00,0.00,0.00,1015,7,21,34,15
2016-10-20,19,17,21,9,17,0,26,1974,1969,0.00,3.56,7.06,0.00,0.00,0.00,1019,10,19,27,14
2016-10-21,17,14,21,9,17,0,28,1974,1920,28.19,3.56,5.51,0.00,0.00,0.00,1004,4,19,27,8
2016-10-22,11,8,14,9,17,-1,31,1940,1979,7.37,3.81,3.84,0.00,0.00,0.00,998,17,32,56,13
2016-10-23,12,7,16,9,16,0,29,1969,1947,0.00,3.56,7.54,0.00,0.00,0.00,1010,14,35,58,16
2016-10-24,13,8,17,9,16,0,26,1969,2001,0.0,3.56,6.38,0.00,0.00,0.00,1014,10,26,48,16
2016-10-25,9,6,11,8,16,-1,26,1879,1963,0.00,3.81,8.38,0.00,0.00,0.00,1023,10,26,43,16
2016-10-26,7,3,11,8,16,-1,25,1879,1964,0.00,3.30,8.64,0.00,0.00,0.00,1029,6,21,31,16
2016-10-27,9,4,13,8,16,-2,27,1936,1963,35.81,3.56,4.78,0.00,0.00,0.00,1023,8,21,34,7
2016-10-28,8,6,11,8,16,-1,28,1976,1919,0.00,3.30,6.32,0.00,0.00,0.00,1019,13,32,55,14
2016-10-29,11,4,18,8,16,0,25,1925,1971,0.00,3.56,9.32,0.00,0.00,0.00,1018,7,23,35,16
2016-10-30,18,12,24,8,15,0,27,1925,1961,14.22,3.30,4.17,0.00,0.00,0.00,1012,6,29,58,12
2016-10-31,9,7,12,8,15,-1,27,1925,1946,0.00,3.56,6.12,0.00,0.00,0.00,1021,9,19,37,16
2016-11-1,9,4,14,8,15,-1,28,1885,1950,0.00,3.56,4.29,0.00,0.00,0.00,1027,5,16,27,16
2016-11-2,17,12,21,7,14,-1,28,1887,1950,0.00,3.56,4.32,0.00,0.00,0.00,1023,5,16,27,15
2016-11-3,18,14,22,7,14,-2,26,1875,2003,0.00,3.30,6.60,0.00,0.00,0.00,1014,8,24,43,13
2016-11-4,12,8,16,7,14,-3,25,1879,1975,0.00,3.30,3.66,0.00,0.00,0.00,1020,8,19,29,16
2016-11-5,12,7,17,7,14,-5,25,1879,1961,0.00,3.30,4.93,0.00,0.00,0.00,1022,5,21,32,16
2016-11-6,11,7,15,7,14,-2,23,1879,1948,0.00,3.56,3.73,0.00,0.00,0.00,1023,12,26,42,16
2016-11-7,8,5,12,7,14,-1,25,1930,1938,0.00,3.30,7.52,0.00,0.00,0.00,1030,9,23,32,16
2016-11-8,12,5,19,7,14,-1,24,1886,1975,0.00,3.05,18.80,0.00,0.00,0.00,1020,4,13,21,16
2016-11-9,12,9,15,7,13,-4,23,1976,1975,1.52,3.30,9.27,0.00,0.00,0.00,1011,6,23,37,12
2016-11-10,9,4,13,6,13,-3,22,2017,1985,0.00,3.30,4.32,0.00,0.00,0.00,1013,9,23,43,16
2016-11-11,11,5,17,6,13,-4,23,2017,1949,0.00,3.05,3.58,0.00,0.00,0.00,1010,13,29,55,16
2016-11-12,7,3,10,6,13,-3,24,1926,1879,0.00,3.05,6.07,0.00,0.00,0.00,1024,9,19,32,16
2016-11-13,11,5,16,6,13,-5,22,1873,1931,0.00,3.30,5.23,0.00,0.00,0.00,1019,9,21,31,16
2016-11-14,12,8,17,6,13,-6,22,1905,1993,0.00,3.30,5.66,0.00,0.00,0.00,1016,6,21,32,16
2016-11-15,11,8,13,6,12,-6,26,1967,1993,45.97,3.30,6.17,0.00,0.00,0.00,1010,9,27,45,8
2016-11-16,12,7,16,6,12,-8,22,1933,1928,0.00,3.30,6.07,0.00,0.00,0.00,1008,7,16,27,16
2016-11-17,13,9,16,5,12,-7,21,1933,1953,0.00,3.56,3.91,0.00,0.00,0.00,1016,7,21,32,16
2016-11-18,12,7,18,5,12,-7,22,1936,1928,0.00,3.56,3.15,0.00,0.00,0.00,1019,4,13,21,16
2016-11-19,10,3,17,5,12,-7,22,1936,1921,6.35,3.56,4.95,0.00,0.25,0.00,1008,8,29,52,14
2016-11-20,3,1,6,4,11,-6,25,1873,1985,7.87,3.30,8.56,0.0,0.00,0.00,1001,17,40,63,13
2016-11-21,4,2,5,4,11,-8,23,1879,1900,0.00,3.56,3.38,0.00,0.00,0.00,1006,21,35,63,16
2016-11-22,4,3,5,4,11,-10,22,1880,1931,0.00,3.56,5.16,0.00,0.00,0.00,1017,15,34,60,16
2016-11-23,4,2,7,4,11,-10,22,1880,1931,0.00,3.56,4.67,0.00,0.00,0.00,1025,8,19,32,16
2016-11-24,6,3,9,4,11,-10,22,1880,1979,0.76,3.56,4.95,0.00,0.00,0.00,1024,7,14,23,15
2016-11-25,10,7,12,4,10,-7,22,1938,1979,0.51,3.30,3.45,0.00,0.25,0.00,1023,3,14,21,11
2016-11-26,7,4,10,4,10,-8,19,1938,1946,0.00,3.56,4.85,0.00,0.00,0.00,1019,7,23,34,14
2016-11-27,7,4,10,3,10,-11,22,1932,1896,0.00,3.30,5.46,0.00,0.00,0.00,1019,8,24,39,16
2016-11-28,7,3,11,3,9,-9,21,1930,2011,0.00,3.56,5.44,0.00,0.00,0.00,1021,5,16,27,16
2016-11-29,13,11,16,3,9,-9,20,1872,1990,55.88,3.56,5.59,0.00,0.25,0.00,1013,8,21,42,6
2016-11-30,12,10,14,3,9,-13,21,1875,1991,18.54,3.81,2.82,0.00,0.00,0.00,1009,10,29,40,6
2016-12-1,9,6,12,3,9,-12,21,1875,2006,1.78,3.56,4.37,0.00,0.25,0.00,1003,12,32,53,12
2016-12-2,8,4,11,3,9,-11,18,1875,1970,0.00,3.56,5.49,0.00,0.25,0.00,1012,14,27,45,16
2016-12-3,7,5,8,2,8,-12,20,1976,1998,0.0,3.81,4.14,0.00,0.00,0.00,1017,14,27,53,16
2016-12-4,6,4,8,2,8,-12,23,1882,1998,0.00,3.56,4.67,0.00,0.25,0.00,1022,8,19,32,16
2016-12-5,7,3,9,2,8,-11,21,1926,2001,4.83,3.56,3.25,0.00,0.25,0.00,1016,9,24,39,14
2016-12-6,6,3,8,2,8,-11,21,1871,2001,8.89,3.30,4.06,0.00,0.25,0.00,1016,9,24,35,14
2016-12-7,6,4,8,2,8,-12,23,1926,1998,2.29,3.56,5.03,0.00,0.25,0.00,1014,6,24,34,11
2016-12-8,4,2,7,1,7,-12,18,1882,1927,0.00,3.56,3.91,0.00,0.25,0.00,1015,6,10,0.0,16
2016-12-9,2,-1,4,1,7,-13,18,1876,1966,0.00,3.30,6.45,0.00,0.25,0.00,1023,16,34,58,16
2016-12-10,0,-2,2,1,7,-16,21,1876,1946,0.00,3.56,4.11,0.00,0.51,0.00,1028,10,23,32,16
2016-12-11,0,-2,2,1,7,-14,17,1880,1879,0.76,3.56,6.12,1.02,0.25,0.00,1031,6,19,26,12
2016-12-12,4,1,8,1,7,-15,20,1988,1931,12.70,3.30,4.06,0.00,0.25,0.00,1013,10,21,34,9
2016-12-13,4,2,6,1,7,-13,19,1960,2015,0.00,3.30,7.70,0.00,0.51,0.00,1019,6,21,31,16
2016-12-14,3,1,6,0,6,-11,19,1976,1881,0.00,3.30,5.64,0.00,0.25,0.00,1014,9,23,37,15
2016-12-15,-3,-7,1,0,6,-14,20,1874,2015,0.0,3.30,3.40,0.0,0.51,0.00,1014,18,40,64,16
2016-12-16,-6,-8,-3,0,6,-13,17,1876,1971,0.00,3.05,5.72,0.00,0.25,0.00,1028,10,24,40,16
2016-12-17,0,-4,4,0,6,-17,16,1919,2000,18.54,3.30,5.79,7.11,0.51,5.08,1018,7,24,42,6
2016-12-18,7,-1,14,-1,6,-18,17,1919,1984,1.02,3.05,3.30,0.00,0.51,2.54,1013,12,29,50,9
2016-12-19,-3,-5,-1,-1,6,-18,14,1884,1931,0.00,3.05,3.02,0.00,0.51,0.00,1038,11,23,32,16
2016-12-20,-3,-7,1,-1,6,-20,15,1942,2002,0.00,3.05,4.62,0.00,0.51,0.00,1031,5,24,35,16
2016-12-21,2,-1,4,-1,5,-18,18,1942,2013,0.00,3.30,6.32,0.00,0.25,0.00,1021,5,21,31,16
2016-12-22,6,3,9,-1,5,-16,21,1872,2013,0.00,3.05,5.54,0.00,0.51,0.00,1017,10,26,43,16
2016-12-23,6,3,8,-1,5,-18,18,1883,1990,0.00,3.30,4.09,0.00,0.51,0.00,1028,10,24,35,16
2016-12-24,6,3,8,-1,5,-14,22,1983,2015,11.94,3.30,3.61,0.00,0.51,0.00,1022,8,24,35,9
2016-12-25,6,2,10,-2,4,-18,18,1980,2015,0.00,3.30,3.30,0.00,0.51,0.00,1031,10,23,31,16
2016-12-26,6,1,10,-2,4,-16,17,1914,1982,0.51,3.05,4.22,0.00,0.51,0.00,1033,10,23,39,14
2016-12-27,10,4,16,-2,4,-14,17,1872,1949,0.00,3.05,5.44,0.00,0.51,0.00,1012,12,32,53,16
2016-12-28,3,1,4,-2,4,-13,18,1917,1982,0.00,3.05,3.43,0.00,0.51,0.00,1019,8,23,34,16
2016-12-29,4,1,8,-2,4,-21,21,1917,1984,9.91,2.79,6.40,0.00,0.51,0.00,1006,9,24,40,10
2016-12-30,3,1,4,-2,4,-25,18,1917,1984,0.25,3.05,4.29,0.0,0.76,0.00,1006,15,29,47,14
2016-12-31,3,-1,7,-2,4,-21,17,1917,1965,0.00,2.79,5.87,0.00,0.51,0.00,1016,11,24,40,16
